subject,topic,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,hint,formula,explanation
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,The sudden storm ____ the travel plans. (A) enhanced (B) disrupted (C) supported (D) ignored,A,B,C,D,B,Identify the effect of a storm on plans.,Contextual meaning.,"'Disrupted' means to interrupt or upset, which fits the storm scenario."
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,She was ____ by his kind gesture. (A) moved (B) stopped (C) pushed (D) pulled,A,B,C,D,A,Identify the emotional reaction to kindness.,Contextual meaning.,'Moved' describes an emotional response to kindness.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,The noise was so ____ that I couldn't sleep. (A) faint (B) loud (C) quiet (D) soft,A,B,C,D,B,Identify the reason for sleep loss.,Logical inference.,'Loud' explains the inability to sleep.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,He is a ____ observer of nature. (A) keen (B) blunt (C) rough (D) dim,A,B,C,D,A,Identify the word describing observant nature.,Collocation.,'Keen' is the standard adjective for someone who is sharp or observant.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,The evidence was ____ of his innocence. (A) indicative (B) unaware (C) ignorant (D) blind,A,B,C,D,A,Identify the word indicating something.,Contextual meaning.,'Indicative' means serving as a sign or indication of something.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,They reached a ____ regarding the contract. (A) consensus (B) conflict (C) argument (D) fight,A,B,C,D,A,Identify the word for agreement.,Contextual meaning.,"'Consensus' means a general agreement, which fits reaching an agreement."
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,His speech was ____ and to the point. (A) concise (B) verbose (C) long (D) dull,A,B,C,D,A,Identify the word for being brief.,Contextual meaning.,"'Concise' means brief and comprehensive, fitting the description 'to the point'."
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,The mountain peak was ____ in clouds. (A) wrapped (B) hidden (C) covered (D) all,A,B,C,D,C,Identify the state of a peak in clouds.,Contextual usage.,'Covered' is the natural word for a peak being obscured by clouds.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,She ____ the opportunity with both hands. (A) grabbed (B) dropped (C) ignored (D) missed,A,B,C,D,A,Identify the action of taking an opportunity.,Idiomatic expression.,'Grabbed' fits the idiom of taking an opportunity eagerly.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,The project requires ____ attention to detail. (A) meticulous (B) careless (C) lazy (D) fast,A,B,C,D,A,Identify the adjective for high attention.,Collocation.,'Meticulous' means showing great attention to detail.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,The price of the item was ____ reduced. (A) significantly (B) slightly (C) small (D) big,A,B,C,D,A,Identify the adverb of degree for reduction.,Contextual meaning.,'Significantly' correctly qualifies the reduction.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,They ____ a new agreement yesterday. (A) signed (B) wrote (C) read (D) saw,A,B,C,D,A,Identify the action taken on an agreement.,Contextual meaning.,'Signed' is the standard verb for formalizing an agreement.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,The outcome of the match was . (A) unpredictable (B) certain (C) clear (D) obvious,A,B,C,D,A,Identify the word for something uncertain.,Contextual meaning.,'Unpredictable' describes an outcome that cannot be guessed.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,She ____ her mistake and apologized. (A) acknowledged (B) ignored (C) denied (D) hid,A,B,C,D,A,Identify the act of admitting a mistake.,Contextual meaning.,'Acknowledged' means to accept or admit the existence of something.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,The report provides a ____ summary of the findings. (A) comprehensive (B) brief (C) tiny (D) short,A,B,C,D,A,Identify the adjective for a full summary.,Contextual meaning.,'Comprehensive' implies complete and thorough.
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,His work has ____ improved over the year. (A) consistently (B) never (C) rarely (D) seldom,A,B,C,D,A,Identify the adverb of frequency.,Contextual meaning.,"'Consistently' means in every case or over time, indicating steady progress."
Verbal Ability,Cloze Test,Vocabulary Cloze,Medium,The ____ population is growing rapidly. (A) urban (B) rural (C) small (D) low,A,B,C,D,A,Identify the word describing a growing city population.,Contextual meaning.,"'Urban' refers to city population, which is often growing."
Verbal Ability,Cloze Test,Mixed Cloze,Hard,"While the economic outlook remains ____ (A), many businesses are ____ (B) to invest. (A) uncertain; (B) hesitant / (A) clear; (B) eager / (A) bright; (B) scared / (A) dark; (B) happy",A,B,C,D,A,Balance the two clauses.,Contextual and Logical flow.,"'Uncertain' outlook leads to 'hesitant' investment, creating a logically consistent sentence."
Verbal Ability,Cloze Test,Mixed Cloze,Hard,"Despite the ____ (A) weather, the event was a ____ (B) success. (A) gloomy; (B) resounding / (A) sunny; (B) poor / (A) clear; (B) dull / (A) rainy; (B) total",A,B,C,D,A,Identify the contrastive 'despite' structure.,Logical contrast.,'Despite' sets up a contrast; 'gloomy' weather contrasts with 'resounding' success.
Verbal Ability,Cloze Test,Mixed Cloze,Hard,The team ____ (A) the challenge and ____ (B) a solution. (A) faced; (B) proposed / (A) ignored; (B) found / (A) hid; (B) made / (A) saw; (B) lost,A,B,C,D,A,Identify the logical narrative progression.,Logical consistency.,Facing a challenge and proposing a solution is a standard logical progression.
Verbal Ability,Cloze Test,Mixed Cloze,Hard,The ____ (A) of the new policy remains ____ (B). (A) effectiveness; (B) unproven / (A) size; (B) small / (A) cost; (B) high / (A) view; (B) good,A,B,C,D,A,Identify the relationship between effectiveness and proof.,Logical consistency.,A new policy's 'effectiveness' is often 'unproven' initially.
Verbal Ability,Cloze Test,Mixed Cloze,Hard,She ____ (A) her career path after ____ (B) the seminar. (A) reconsidered; (B) attending / (A) started; (B) missing / (A) forgot; (B) seeing / (A) liked; (B) leaving,A,B,C,D,A,Identify the logical connection.,Contextual logic.,Reconsidering a path after attending a seminar is a logical sequence.
Verbal Ability,Cloze Test,Mixed Cloze,Hard,Technological ____ (A) have significantly ____ (B) our daily lives. (A) advancements; (B) transformed / (A) errors; (B) improved / (A) habits; (B) stopped / (A) tasks; (B) killed,A,B,C,D,A,Identify the positive impact of technology.,Cause and Effect.,Advancements have 'transformed' daily life positively.
Verbal Ability,Cloze Test,Mixed Cloze,Hard,"He ____ (A) to the instructions, yet he ____ (B) the steps. (A) listened; (B) misunderstood / (A) ignored; (B) followed / (A) read; (B) missed / (A) saw; (B) saw",A,B,C,D,A,Identify the contrastive 'yet'.,Contrastive conjunction.,'Listened' and 'misunderstood' contrast well with 'yet'.
Verbal Ability,Cloze Test,Mixed Cloze,Hard,The project was ____ (A) due to ____ (B) funding. (A) halted; (B) insufficient / (A) finished; (B) enough / (A) saved; (B) high / (A) increased; (B) good,A,B,C,D,A,Identify the reason for halting a project.,Logical consistency.,A project is 'halted' when funding is 'insufficient'.
Verbal Ability,Cloze Test,Mixed Cloze,Hard,His ____ (A) skills are the ____ (B) of his success. (A) analytical; (B) foundation / (A) poor; (B) reason / (A) bad; (B) cause / (A) weak; (B) end,A,B,C,D,A,Identify the connection between skills and success.,Logical consistency.,Analytical skills are a positive foundation for success.
Verbal Ability,Cloze Test,Mixed Cloze,Hard," (A) the risks, they decided to ____ (B) with the plan. (A) Despite; (B) proceed / (A) Because; (B) stop / (A) Due to; (B) wait / (A) Given; (B) change",A,B,C,D,A,Identify the contrastive relationship.,Logical structure.,'Despite the risks' contrasts logically with the decision to 'proceed'.
Grammar,Critical Reasoning (Verbal),Assumption,Easy,"If the weather is sunny, we will go for a hike. We are going for a hike. Which is the assumption?",The weather is sunny.,The weather is not rainy.,We enjoy hiking.,We have hiking gear.,A,The conclusion follows only if the condition was met.,,The argument assumes the condition 'sunny weather' was met because the result occurred.
Grammar,Critical Reasoning (Verbal),Assumption,Easy,"Companies that invest in AI see higher profits. TechCorp invests in AI. Therefore, TechCorp will have higher profits. Assumption?",TechCorp is a company.,TechCorp has good management.,TechCorp's AI investment is effective.,AI is the only way to profit.,A,The conclusion relies on the subject fitting the criteria.,,The argument assumes TechCorp qualifies as a company that fits the initial premise.
Grammar,Critical Reasoning (Verbal),Assumption,Easy,"People who exercise daily have better health. John exercises daily. Therefore, John has better health. Assumption?",John is a person.,Exercise is the only way to be healthy.,John enjoys exercising.,John has been exercising for years.,A,The logic requires the individual to fall into the group mentioned.,,"For the conclusion to work, John must be part of the group ('people') that the premise discusses."
Grammar,Critical Reasoning (Verbal),Assumption,Easy,"Eating organic food reduces health risks. Apples are organic food. Therefore, eating apples reduces health risks. Assumption?",Apples are food.,Organic food is expensive.,Reducing health risks is important.,People like eating apples.,A,The logic assumes the specific item is included in the general category.,,The argument assumes apples fall into the organic food category to apply the premise to them.
Grammar,Critical Reasoning (Verbal),Assumption,Easy,"Successful businesses have a strong online presence. ABC Store has a strong online presence. So, ABC Store is a successful business. Assumption?",ABC Store is a business.,ABC Store is popular.,Online presence is the only factor.,Success is easy to measure.,A,The argument assumes the entity is a member of the set mentioned.,,The argument assumes ABC Store fits the category of 'business' defined in the premise.
Grammar,Critical Reasoning (Verbal),Assumption,Easy,"If you sleep 8 hours, you will feel energized. You feel energized. Assumption?",You slept 8 hours.,You are healthy.,You had a good diet.,You like sleep.,A,The assumption connects the result back to the specific cause.,,The argument assumes that feeling energized is caused by the 8 hours of sleep mentioned.
Grammar,Critical Reasoning (Verbal),Assumption,Easy,"Artists who practice daily improve their skills. Nina practices daily. So, Nina improves her skills. Assumption?",Nina is an artist.,Nina is talented.,Nina enjoys painting.,Nina has a teacher.,A,The subject must fit the established group.,,The logic assumes Nina is an 'artist' to apply the premise's rule to her.
Grammar,Critical Reasoning (Verbal),Assumption,Easy,"Electric cars reduce carbon emissions. Model X is an electric car. Thus, Model X reduces carbon emissions. Assumption?",Model X is a car.,Model X is expensive.,Carbon emissions are bad.,Model X is fast.,A,The assumption identifies the subject as part of the category.,,The argument requires Model X to be an 'electric car' as defined by the premise.
Grammar,Critical Reasoning (Verbal),Assumption,Easy,"Students who read books have a better vocabulary. Ali reads books. So, Ali has a better vocabulary. Assumption?",Ali is a student.,Ali likes stories.,Books are available.,Vocabulary is important.,A,Connecting the individual to the group.,,The argument assumes Ali is a student to link him to the established fact.
Grammar,Critical Reasoning (Verbal),Inference,Medium,Most employees in the company are engineers. All engineers are graduates. What can be inferred?,Some employees are graduates.,All employees are graduates.,No employees are graduates.,All graduates are engineers.,A,Inferences must be supported by the premises.,,"Since most employees are engineers and all engineers are graduates, it follows that at least some employees are graduates."
